protein_id,fc_1_v_3
Clo1313_2533,0.11274375
Clo1313_2534,-0.316312500000002
Clo1313_2535,0.4615075
Clo1313_2537,0.244952968749999
Clo1313_2538,-1.9683925
Clo1313_2540,-0.27407484375
Clo1313_2544,0.684899999999999
Clo1313_2545,0.928481249999997
Clo1313_2549,0.121605000000002
Clo1313_2550,0.758740000000001
Clo1313_2552,0.088419062500002
Clo1313_2553,0.97207875
Clo1313_2554,-0.795651875000004
Clo1313_2555,-1.340079375
Clo1313_2556,-1.1918825
Clo1313_2558,-0.640996210937498
Clo1313_2559,-0.557526250000002
Clo1313_2560,-0.871755
Clo1313_2561,-0.181542499999999
Clo1313_2562,4.27655
Clo1313_2581,-1.97196475
Clo1313_2584,-1.4636625
Clo1313_2586,-2.19124875
Clo1313_2592,0.2938075
Clo1313_2597,-1.167495
Clo1313_2601,-3.96754
Clo1313_2604,1.9689425
Clo1313_2606,0.958199999999998
Clo1313_2608,0.021068750000001
Clo1313_2609,0.303711249999999
Clo1313_2615,0.359286250000004
Clo1313_2617,-0.646681874999999
Clo1313_2618,-0.376292499999998
Clo1313_2619,-3.5296475
Clo1313_2626,-0.173973749999998
Clo1313_2627,-6.5707925
Clo1313_2633,0.085782499999997
Clo1313_2635,-0.367630625000004
Clo1313_2637,0.824655136718753
Clo1313_2638,0.772109374999999
Clo1313_2693,-0.266671250000002
Clo1313_2710,-1.4140205
Clo1313_2718,-3.5926425
Clo1313_2722,0
Clo1313_2723,1.20033125
Clo1313_2724,0.1533175
Clo1313_2726,8.14513
Clo1313_2727,3.30979
Clo1313_2728,-0.897871250000001
Clo1313_2731,-0.393461250000001
Clo1313_2734,0.442738750000004
Clo1313_2738,5.12922975
Clo1313_2740,6.04208
Clo1313_2743,2.757185
Clo1313_2744,0
Clo1313_2747,-0.533318749999999
Clo1313_2748,2.5960709375
Clo1313_2751,6.85879475
Clo1313_2753,-4.393805
Clo1313_2754,0.376104999999999
Clo1313_2758,0.074856250000003
Clo1313_2762,0.609612500000001
Clo1313_2767,1.3813725
Clo1313_2768,-3.899465
Clo1313_2775,0.004252500000002
Clo1313_2788,1.5250378125
Clo1313_2789,3.30726
Clo1313_2790,0
Clo1313_2800,2.190193
Clo1313_2801,0.115834999999997
Clo1313_2802,-5.597665
Clo1313_2807,-0.833601250000001
Clo1313_2808,-3.318755
Clo1313_2815,-1.553155
Clo1313_2816,2.06567875
Clo1313_2821,0.621970000000001
Clo1313_2825,-1.1957975
Clo1313_2827,0
Clo1313_2830,-4.5928728125
Clo1313_2831,0.834009999999999
Clo1313_2832,-0.344246249999998
Clo1313_2846,-2.8012975
Clo1313_2847,0.75529375
Clo1313_2849,0.148001562499999
Clo1313_2850,0.1127425
Clo1313_2851,1.08525
Clo1313_2852,-0.827757499999997
Clo1313_2854,0.196795
Clo1313_2856,7.08512
Clo1313_2876,-0.164925
Clo1313_2881,0.200955
Clo1313_2882,0.076641250000002
Clo1313_2883,0.156688750000004
Clo1313_2884,0.21714875
Clo1313_2885,3.56313
Clo1313_2888,0.266694999999999
Clo1313_2891,0
Clo1313_2893,-3.54192984375
Clo1313_2897,0.2123475
Clo1313_2902,-2.302525
Clo1313_2904,-3.1079175
Clo1313_2905,0.291802500000001
Clo1313_2906,0
Clo1313_2909,-4.8875375
Clo1313_2910,-4.80193
Clo1313_2912,-5.4778825
Clo1313_2924,-0.508894999999999
Clo1313_2925,1.6771125
Clo1313_2926,-1.4332125
Clo1313_2927,-8.92913375
Clo1313_2929,-4.560075
Clo1313_2930,-0.636140000000001
Clo1313_2931,-1.7543725
Clo1313_2933,0.113268749999996
Clo1313_2934,-1.724895
Clo1313_2935,-1.49936825
Clo1313_2936,-1.5480975
Clo1313_2937,-1.0418225
Clo1313_2938,-0.683947500000002
Clo1313_2939,-0.3187
Clo1313_2940,-0.305248437500001
Clo1313_2941,-0.223925000000001
Clo1313_2942,-0.380697499999997
Clo1313_2950,-0.528884999999995
Clo1313_2952,-0.518830000000001
Clo1313_2954,-0.39774375
Clo1313_2957,-5.2125371875
Clo1313_2958,-4.14695625
Clo1313_2959,0
Clo1313_2977,0
Clo1313_2984,-0.747862499999997
Clo1313_2985,-1.90493
Clo1313_2989,-0.036647500000001
Clo1313_2993,-0.03271
Clo1313_2994,1.9247475
Clo1313_2997,-3.7577075
Clo1313_3008,-3.2819625
Clo1313_3009,-0.960514999999999
Clo1313_3010,-2.97647
Clo1313_3011,-0.380067989501953
Clo1313_3017,-0.476217500000001
Clo1313_3018,-0.253707499999997
Clo1313_3019,-0.890000000000001
Clo1313_3020,-1.0655025
Clo1313_3024,-0.563623749999998
Clo1313_3027,-0.299466250000002
Clo1313_3028,-0.762275000000001
Clo1313_3029,-0.539470000000002
Clo1313_3030,0
